appointment_date_continuous,daily_appointments,age,under_12_years_old,over_60_years_old,SMS_received,Hipertension,Diabetes,Alcoholism,Scholarship,average_temp_day,average_rain_day,max_temp_day,max_rain_day,rainy_day_before,storm_day_before,rain_intensity,heat_intensity,gender_F,gender_I,gender_M,specialty_psychotherapy,specialty_speech therapy,specialty_physiotherapy,specialty_Unknown,specialty_occupational therapy,day,month,day_of_week_Monday,day_of_week_Saturday,day_of_week_Sunday,day_of_week_Thursday,day_of_week_Tuesday,day_of_week_Wednesday,lag_1,lag_7,lag_30,rolling_mean_7,rolling_mean_30
2020-03-25,369,17.7289972899729,159,25,109,26,9,12,15,20.57620596205962,0.1948238482384824,24.192140921409212,2.042547425474255,0.9322493224932249,0.9295392953929539,0.5257452574525745,1.2872628726287263,89,1,279,103.0,65.0,77.0,65.0,40.0,25,3,False,False,False,False,False,True,287.0,210.0,550.0,200.85714285714286,299.1333333333333
2020-03-26,8,35.625,3,3,3,2,2,0,1,21.95375,0.09625,25.8375,1.8625,0.875,0.875,0.5,1.125,4,0,4,1.0,1.0,2.0,2.0,2.0,26,3,False,False,False,True,False,False,369.0,7.0,628.0,223.57142857142858,293.1
2020-03-27,8,15.125,4,0,1,0,0,0,0,21.27,0.1575,24.7125,2.325,1.0,1.0,0.625,1.5,1,0,7,2.0,1.0,3.0,1.0,1.0,27,3,False,False,False,False,False,False,8.0,3.0,436.0,223.71428571428572,272.43333333333334
2020-03-28,481,16.95218295218295,219,32,140,25,11,8,19,20.10844074844075,0.18130977130977133,23.67609147609148,1.8979209979209979,0.9334719334719335,0.9334719334719335,0.5654885654885655,1.4074844074844075,111,2,368,133.0,103.0,82.0,90.0,44.0,28,3,False,True,False,False,False,False,8.0,246.0,522.0,224.42857142857142,258.1666666666667
2020-03-29,599,18.115191986644408,255,50,213,40,14,7,33,20.354874791318863,0.18664440734557597,23.9991652754591,2.1816360601001668,0.9265442404006677,0.9265442404006677,0.5809682804674458,1.360601001669449,155,1,443,159.0,118.0,96.0,125.0,64.0,29,3,False,False,True,False,False,False,481.0,222.0,610.0,258.0,256.8
2020-03-30,752,17.17154255319149,348,53,234,40,16,16,37,20.210505319148936,0.19538563829787234,23.959707446808512,2.0372340425531914,0.9428191489361702,0.9428191489361702,0.5412234042553191,1.309840425531915,191,4,557,172.0,160.0,133.0,148.0,96.0,30,3,True,False,False,False,False,False,599.0,431.0,11.0,311.85714285714283,256.43333333333334
2020-03-31,360,18.575,167,33,101,21,7,11,23,20.574444444444445,0.18466666666666667,24.42583333333333,2.2230555555555553,0.9527777777777777,0.9527777777777777,0.6111111111111112,1.2055555555555555,96,1,263,99.0,60.0,67.0,63.0,52.0,31,3,False,False,False,False,True,False,752.0,287.0,5.0,357.7142857142857,281.1333333333333
2020-04-01,665,15.490225563909775,334,44,202,34,10,10,32,20.317233082706764,0.20377443609022555,23.981353383458647,2.163609022556391,0.9609022556390977,0.9593984962406015,0.5684210526315789,1.2827067669172931,164,1,500,184.0,135.0,122.0,111.0,73.0,1,4,False,False,False,False,False,True,360.0,369.0,216.0,368.14285714285717,292.96666666666664
2020-04-02,6,16.0,1,0,1,1,0,0,0,17.821666666666665,0.06500000000000002,22.150000000000002,0.7333333333333334,1.0,1.0,0.3333333333333333,1.1666666666666667,1,0,5,1.0,1.0,2.0,1.0,0.0,2,4,False,False,False,True,False,False,665.0,8.0,694.0,410.42857142857144,307.93333333333334
2020-04-03,1,8.0,1,0,0,0,0,0,0,27.25,0.26,29.9,9.8,1.0,1.0,3.0,0.0,0,0,1,0.0,0.0,0.0,0.0,1.0,3,4,False,False,False,False,False,False,6.0,8.0,455.0,410.14285714285717,285.0
2020-04-04,894,17.42393736017897,394,65,279,65,20,11,31,20.415604026845635,0.17322147651006714,24.065883668903805,1.8782997762863536,0.9284116331096197,0.9284116331096197,0.5391498881431768,1.3624161073825503,237,3,654,256.0,175.0,160.0,174.0,89.0,4,4,False,True,False,False,False,False,1.0,481.0,373.0,409.14285714285717,269.8666666666667
2020-04-05,521,16.779270633397314,253,37,156,31,9,3,26,20.200479846449138,0.20387715930902112,23.735124760076776,2.257197696737044,0.9366602687140115,0.9366602687140115,0.6161228406909789,1.3742802303262955,130,1,390,159.0,85.0,91.0,97.0,58.0,5,4,False,False,True,False,False,False,894.0,599.0,578.0,468.14285714285717,287.23333333333335
2020-04-06,830,17.612048192771084,370,65,262,37,8,18,49,20.494710843373493,0.1934578313253012,24.20686746987952,2.366265060240964,0.9457831325301205,0.9457831325301205,0.6096385542168675,1.2530120481927711,205,2,623,226.0,163.0,154.0,150.0,77.0,6,4,True,False,False,False,False,False,521.0,752.0,44.0,457.0,285.3333333333333
2020-04-07,415,17.70602409638554,189,34,131,27,10,8,24,20.368289156626506,0.20272289156626505,24.130361445783134,2.2156626506024097,0.9421686746987952,0.9421686746987952,0.5975903614457831,1.2987951807228915,128,1,286,110.0,88.0,88.0,72.0,38.0,7,4,False,False,False,False,True,False,830.0,360.0,6.0,468.14285714285717,311.53333333333336
2020-04-08,447,15.894854586129753,199,21,154,18,6,4,18,20.37559284116331,0.18035794183445192,24.04944071588367,2.1038031319910515,0.959731543624161,0.959731543624161,0.5727069351230425,1.250559284116331,95,1,351,130.0,93.0,85.0,76.0,39.0,8,4,False,False,False,False,False,True,415.0,665.0,191.0,476.0,325.1666666666667
2020-04-09,6,10.5,3,0,2,0,0,0,1,20.203333333333333,0.06999999999999999,21.983333333333334,0.08333333333333333,1.0,1.0,0.3333333333333333,1.5,1,1,4,3.0,0.0,2.0,1.0,0.0,9,4,False,False,False,True,False,False,447.0,6.0,308.0,444.85714285714283,333.7
2020-04-10,1,15.0,0,0,0,0,0,0,0,14.67,0.0,16.4,0.1,1.0,1.0,0.0,2.0,0,0,1,0.0,1.0,0.0,0.0,0.0,10,4,False,False,False,False,False,False,6.0,1.0,220.0,444.85714285714283,323.6333333333333
2020-04-11,613,17.205546492659053,276,41,190,27,13,10,29,20.280407830342575,0.163278955954323,23.916965742251225,1.8654159869494291,0.9363784665579119,0.9347471451876019,0.5448613376835236,1.3262642740619903,145,1,467,159.0,124.0,110.0,120.0,67.0,11,4,False,True,False,False,False,False,1.0,894.0,274.0,444.85714285714283,316.3333333333333
2020-04-12,421,16.819477434679335,204,27,143,20,10,6,23,20.18249406175772,0.17128266033254155,23.870071258907362,1.984085510688836,0.9406175771971497,0.9406175771971497,0.5296912114014252,1.2874109263657958,111,2,308,111.0,81.0,72.0,81.0,55.0,12,4,False,False,True,False,False,False,613.0,521.0,417.0,404.7142857142857,327.6333333333333
2020-04-13,709,16.685472496473906,305,50,186,46,20,4,42,20.355966149506347,0.19007052186177714,24.107475317348378,2.072496473906911,0.9308885754583921,0.9294781382228491,0.5895627644569816,1.369534555712271,192,3,514,176.0,137.0,142.0,136.0,71.0,13,4,True,False,False,False,False,False,421.0,830.0,321.0,390.42857142857144,327.76666666666665
2020-04-14,420,17.02857142857143,185,32,140,28,7,6,16,20.333357142857142,0.18057142857142858,23.964761904761907,2.3566666666666665,0.930952380952381,0.930952380952381,0.5880952380952381,1.3738095238095238,95,1,324,127.0,70.0,80.0,72.0,41.0,14,4,False,False,False,False,True,False,709.0,415.0,198.0,373.14285714285717,340.7
2020-04-15,327,17.464831804281346,145,23,92,17,3,5,11,20.644311926605504,0.18718654434250764,24.281957186544343,1.8807339449541285,0.9327217125382263,0.9327217125382263,0.5779816513761468,1.3669724770642202,76,0,251,90.0,55.0,65.0,66.0,34.0,15,4,False,False,False,False,False,True,420.0,447.0,363.0,373.85714285714283,348.1
2020-04-16,7,15.571428571428571,3,0,2,0,0,0,0,19.011428571428574,1.0085714285714287,22.32857142857143,6.228571428571429,1.0,1.0,1.1428571428571428,1.4285714285714286,1,0,6,2.0,2.0,1.0,0.0,2.0,16,4,False,False,False,True,False,False,327.0,6.0,148.0,356.7142857142857,346.9
2020-04-17,704,17.798295454545453,314,50,203,38,21,12,40,20.20478693181818,0.174375,23.891051136363636,1.7856534090909089,0.9460227272727273,0.9502840909090909,0.5497159090909091,1.2982954545454546,169,1,534,178.0,137.0,138.0,122.0,92.0,17,4,False,False,False,False,False,False,7.0,1.0,210.0,356.85714285714283,342.2
2020-04-18,575,16.723478260869566,251,37,170,42,8,9,31,20.36213913043478,0.2013913043478261,23.92086956521739,2.226608695652174,0.9252173913043479,0.9269565217391305,0.5930434782608696,1.3582608695652174,131,1,443,162.0,115.0,122.0,96.0,49.0,18,4,False,True,False,False,False,False,704.0,613.0,7.0,457.2857142857143,358.6666666666667
2020-04-19,699,17.07868383404864,300,55,177,43,19,11,49,20.180672389127327,0.18064377682403432,23.975250357653792,1.8396280400572247,0.944206008583691,0.944206008583691,0.5536480686695279,1.3290414878397712,186,0,513,188.0,143.0,117.0,137.0,75.0,19,4,False,False,True,False,False,False,575.0,421.0,3.0,451.85714285714283,377.6
2020-04-20,794,16.788413098236777,351,53,266,40,24,14,41,20.369458438287154,0.17808564231738036,23.963727959697735,1.8740554156171285,0.9408060453400504,0.9408060453400504,0.5390428211586902,1.3249370277078085,197,3,594,204.0,164.0,143.0,151.0,94.0,20,4,True,False,False,False,False,False,699.0,709.0,246.0,491.57142857142856,400.8
2020-04-21,628,16.963375796178344,291,42,198,30,23,10,42,20.25641719745223,0.17977707006369428,23.81066878980892,1.8877388535031847,0.928343949044586,0.928343949044586,0.5238853503184714,1.3694267515923566,149,1,478,179.0,122.0,109.0,97.0,83.0,21,4,False,False,False,False,True,False,794.0,420.0,222.0,503.7142857142857,419.06666666666666
2020-04-22,40,15.0,17,1,12,1,0,0,3,21.20825,0.23000000000000004,24.5875,2.2375,0.925,0.925,0.75,1.3,4,0,36,7.0,10.0,4.0,13.0,6.0,22,4,False,False,False,False,False,True,628.0,327.0,431.0,533.4285714285714,432.6
2020-04-23,28,17.642857142857142,16,3,10,2,1,0,2,20.249642857142856,0.18,24.103571428571428,1.7392857142857143,0.8928571428571429,0.8928571428571429,0.5,1.3571428571428572,7,0,21,7.0,5.0,3.0,10.0,2.0,23,4,False,False,False,True,False,False,40.0,7.0,287.0,492.42857142857144,419.56666666666666
2020-04-24,639,16.96400625978091,272,50,211,33,12,15,32,20.560312989045386,0.1598435054773083,24.153990610328638,1.8283255086071988,0.9420970266040689,0.9420970266040689,0.513302034428795,1.2816901408450705,147,5,487,161.0,127.0,136.0,123.0,53.0,24,4,False,False,False,False,False,False,28.0,704.0,369.0,495.42857142857144,410.93333333333334
2020-04-25,476,17.491596638655462,211,36,142,29,12,8,20,20.44436974789916,0.19376050420168067,24.069957983193277,1.8970588235294117,0.9537815126050421,0.9558823529411765,0.5567226890756303,1.2773109243697478,117,0,359,115.0,102.0,99.0,76.0,61.0,25,4,False,True,False,False,False,False,639.0,575.0,8.0,486.14285714285717,419.93333333333334
2020-04-26,610,17.572131147540983,277,53,215,43,17,15,32,20.332278688524593,0.1885737704918033,24.00704918032787,1.947377049180328,0.9327868852459016,0.9360655737704918,0.5836065573770491,1.3098360655737704,170,1,439,162.0,121.0,128.0,100.0,60.0,26,4,False,False,True,False,False,False,476.0,699.0,8.0,472.0,435.53333333333336
2020-04-27,391,17.925831202046037,160,32,137,26,19,6,15,19.927314578005117,0.1651150895140665,23.560869565217388,1.8171355498721227,0.9539641943734015,0.9539641943734015,0.5524296675191815,1.3375959079283888,100,2,289,100.0,89.0,78.0,65.0,43.0,27,4,True,False,False,False,False,False,610.0,794.0,481.0,459.2857142857143,455.6
2020-04-28,516,16.281007751937985,245,28,151,21,13,13,39,20.65540697674419,0.19852713178294573,24.41782945736434,2.1416666666666666,0.9205426356589147,0.9205426356589147,0.5949612403100775,1.302325581395349,128,0,388,107.0,133.0,91.0,98.0,55.0,28,4,False,False,False,False,True,False,391.0,628.0,599.0,401.7142857142857,452.6
2020-04-29,6,22.333333333333332,2,1,3,2,0,1,0,20.30333333333333,0.43333333333333335,22.3,2.433333333333333,1.0,1.0,1.5,1.5,1,0,5,1.0,1.0,0.0,2.0,0.0,29,4,False,False,False,False,False,True,516.0,40.0,752.0,385.7142857142857,449.8333333333333
2020-04-30,647,17.476043276661514,285,47,226,37,11,14,26,20.1964914992272,0.15479134466769706,23.815455950540958,1.8704791344667697,0.9474497681607419,0.9474497681607419,0.5069551777434312,1.3415765069551777,159,1,487,173.0,108.0,152.0,108.0,70.0,30,4,False,False,False,True,False,False,6.0,28.0,360.0,380.85714285714283,424.96666666666664
2020-05-01,599,16.48247078464107,265,32,181,26,15,12,30,20.48076794657763,0.18879799666110184,24.081803005008346,2.10550918196995,0.9181969949916527,0.9181969949916527,0.5959933222036727,1.4006677796327212,138,1,460,158.0,112.0,112.0,116.0,58.0,1,5,False,False,False,False,False,False,647.0,639.0,665.0,469.2857142857143,434.53333333333336
2020-05-02,789,16.732572877059567,343,57,232,40,16,14,44,20.320367553865655,0.18338403041825094,24.025348542458808,2.1397972116603294,0.9467680608365019,0.9455006337135615,0.6134347275031685,1.3016476552598226,186,2,601,195.0,163.0,166.0,143.0,61.0,2,5,False,True,False,False,False,False,599.0,476.0,6.0,463.57142857142856,432.3333333333333
2020-05-03,594,16.983164983164983,260,41,200,38,9,7,33,20.747138047138044,0.18525252525252525,24.405892255892258,1.9612794612794613,0.9393939393939394,0.9393939393939394,0.5740740740740741,1.2643097643097643,142,1,451,161.0,115.0,105.0,113.0,67.0,3,5,False,False,True,False,False,False,789.0,610.0,1.0,508.2857142857143,458.43333333333334
2020-05-04,484,17.820247933884296,206,38,124,26,15,13,40,20.423161157024794,0.15076446280991734,24.11880165289256,1.8270661157024792,0.9628099173553719,0.9628099173553719,0.49793388429752067,1.237603305785124,116,0,368,136.0,92.0,84.0,96.0,49.0,4,5,True,False,False,False,False,False,594.0,391.0,894.0,506.0,478.2
2020-05-05,7,24.428571428571427,1,1,3,0,0,0,0,18.782857142857143,0.5971428571428571,22.342857142857145,4.0285714285714285,0.8571428571428571,0.8571428571428571,0.7142857142857143,1.8571428571428572,2,0,5,0.0,1.0,4.0,1.0,0.0,5,5,False,False,False,False,True,False,484.0,516.0,521.0,519.2857142857143,464.53333333333336
2020-05-06,2,9.0,2,0,1,0,0,0,0,16.86,0.0,23.299999999999997,0.0,1.0,1.0,0.0,1.0,0,0,2,1.0,0.0,0.0,0.0,1.0,6,5,False,False,False,False,False,True,7.0,6.0,830.0,446.57142857142856,447.4
2020-05-07,567,17.393298059964728,245,39,178,34,15,8,29,20.14645502645503,0.16968253968253968,23.729453262786596,1.856437389770723,0.9312169312169312,0.9294532627865961,0.527336860670194,1.3915343915343916,139,2,426,147.0,117.0,100.0,118.0,51.0,7,5,False,False,False,True,False,False,2.0,647.0,415.0,446.0,419.8
2020-05-08,400,16.3675,173,23,110,21,8,5,24,19.912675,0.18245,23.70925,2.134,0.94,0.94,0.5975,1.3675,97,0,303,101.0,92.0,77.0,65.0,41.0,8,5,False,False,False,False,False,False,567.0,599.0,447.0,434.57142857142856,424.8666666666667
2020-05-09,462,17.48917748917749,219,37,150,27,11,8,33,20.3432683982684,0.18203463203463202,24.022943722943722,1.8564935064935066,0.9458874458874459,0.9437229437229437,0.5497835497835498,1.3571428571428572,110,1,351,137.0,77.0,93.0,81.0,47.0,9,5,False,True,False,False,False,False,400.0,789.0,6.0,406.14285714285717,423.3
2020-05-10,360,17.011111111111113,153,21,119,22,6,11,23,20.21061111111111,0.17244444444444443,23.93388888888889,2.4005555555555556,0.9361111111111111,0.9361111111111111,0.5555555555555556,1.375,83,0,277,103.0,61.0,70.0,66.0,44.0,10,5,False,False,True,False,False,False,462.0,594.0,1.0,359.42857142857144,438.5
2020-05-11,368,17.89945652173913,172,33,108,20,14,6,17,20.31375,0.18763586956521738,23.907065217391303,2.29375,0.9402173913043478,0.9429347826086957,0.6005434782608695,1.358695652173913,97,1,270,98.0,74.0,74.0,66.0,39.0,11,5,True,False,False,False,False,False,360.0,484.0,613.0,326.0,450.46666666666664
2020-05-12,45,14.911111111111111,24,1,11,1,0,0,0,19.938222222222223,0.37599999999999995,23.326666666666668,3.302222222222222,0.9777777777777777,0.9777777777777777,0.8,1.3111111111111111,10,0,35,11.0,10.0,8.0,7.0,8.0,12,5,False,False,False,False,True,False,368.0,7.0,421.0,309.42857142857144,442.3
2020-05-13,10,16.3,4,0,2,0,0,0,0,21.509,0.265,24.69,1.3800000000000001,1.0,1.0,0.5,0.9,2,0,8,5.0,3.0,0.0,2.0,0.0,13,5,False,False,False,False,False,True,45.0,2.0,709.0,314.85714285714283,429.76666666666665
2020-05-14,232,18.603448275862068,105,16,63,17,4,6,11,20.243750000000002,0.14810344827586205,23.986206896551725,1.579310344827586,0.9137931034482759,0.9137931034482759,0.47413793103448276,1.3491379310344827,51,0,181,70.0,49.0,45.0,39.0,20.0,14,5,False,False,False,True,False,False,10.0,567.0,420.0,316.0,406.46666666666664
2020-05-15,203,18.817733990147783,87,17,64,14,2,6,11,20.09256157635468,0.1974384236453202,23.547783251231525,1.7285714285714284,0.9408866995073891,0.9408866995073891,0.5665024630541872,1.3842364532019704,55,1,147,55.0,40.0,44.0,30.0,21.0,15,5,False,False,False,False,False,False,232.0,400.0,327.0,268.14285714285717,400.2
2020-05-16,258,17.848837209302324,111,21,80,15,5,4,11,20.359496124031008,0.1618217054263566,23.899224806201552,1.7624031007751937,0.9418604651162791,0.9418604651162791,0.4689922480620155,1.2751937984496124,51,0,207,71.0,60.0,49.0,42.0,21.0,16,5,False,True,False,False,False,False,203.0,462.0,7.0,240.0,396.06666666666666
2020-05-17,147,15.843537414965986,60,9,53,9,1,1,8,20.12925170068027,0.18605442176870748,23.882312925170066,2.062585034013605,0.9251700680272109,0.9251700680272109,0.6122448979591837,1.4217687074829932,37,1,109,41.0,36.0,22.0,29.0,7.0,17,5,False,False,True,False,False,False,258.0,360.0,704.0,210.85714285714286,404.43333333333334
2020-05-18,154,14.772727272727273,74,6,41,6,6,4,10,20.33168831168831,0.2394155844155844,23.833766233766234,2.2824675324675323,0.8961038961038961,0.8961038961038961,0.6558441558441559,1.5324675324675325,32,0,122,39.0,30.0,24.0,33.0,19.0,18,5,True,False,False,False,False,False,147.0,368.0,575.0,180.42857142857142,385.8666666666667
2020-05-19,11,17.363636363636363,3,1,1,2,0,1,0,20.235454545454544,0.4027272727272727,23.472727272727273,3.6818181818181817,1.0,1.0,1.0909090909090908,1.4545454545454546,1,0,10,3.0,1.0,2.0,2.0,1.0,19,5,False,False,False,False,True,False,154.0,45.0,699.0,149.85714285714286,371.8333333333333
2020-05-20,2,15.5,0,0,0,0,0,0,0,17.26,0.055,20.35,0.35,1.0,1.0,0.0,2.0,1,0,1,0.0,1.0,1.0,0.0,0.0,20,5,False,False,False,False,False,True,11.0,10.0,794.0,145.0,348.9
2020-05-21,99,15.585858585858587,46,6,37,6,3,5,0,20.966060606060605,0.27575757575757576,24.613131313131312,2.9696969696969697,0.9191919191919192,0.9191919191919192,0.7575757575757576,1.3232323232323233,19,0,80,23.0,27.0,16.0,18.0,9.0,21,5,False,False,False,True,False,False,2.0,232.0,628.0,143.85714285714286,322.5
2020-05-22,77,18.064935064935064,42,7,30,6,2,2,5,20.124675324675323,0.1648051948051948,23.709090909090907,2.106493506493506,0.922077922077922,0.922077922077922,0.5714285714285714,1.3896103896103895,26,0,51,17.0,16.0,13.0,22.0,6.0,22,5,False,False,False,False,False,False,99.0,203.0,40.0,124.85714285714286,304.8666666666667
2020-05-23,81,15.88888888888889,42,5,29,6,2,0,1,20.56222222222222,0.1276543209876543,24.8,1.5901234567901237,0.9012345679012346,0.9012345679012346,0.5555555555555556,1.345679012345679,15,0,66,20.0,18.0,10.0,17.0,9.0,23,5,False,True,False,False,False,False,77.0,258.0,28.0,106.85714285714286,306.1
2020-05-24,19,12.736842105263158,11,0,7,0,0,0,4,21.616315789473685,0.35368421052631577,25.489473684210527,4.3315789473684205,0.9473684210526315,0.9473684210526315,0.9473684210526315,1.0526315789473684,5,1,13,6.0,3.0,4.0,5.0,1.0,24,5,False,False,True,False,False,False,81.0,147.0,639.0,81.57142857142857,307.8666666666667
2020-05-25,44,15.318181818181818,17,2,19,2,2,1,6,20.068863636363634,0.2290909090909091,24.079545454545453,1.8886363636363634,0.8863636363636364,0.8863636363636364,0.38636363636363635,1.5227272727272727,12,0,32,11.0,10.0,8.0,9.0,5.0,25,5,True,False,False,False,False,False,19.0,154.0,476.0,63.285714285714285,287.2
2020-05-26,1,12.0,1,0,1,0,0,0,0,19.77,0.0,26.9,0.0,1.0,1.0,0.0,1.0,0,0,1,0.0,0.0,0.0,0.0,0.0,26,5,False,False,False,False,True,False,44.0,11.0,610.0,47.57142857142857,272.8
2020-05-27,3,14.333333333333334,2,0,1,0,0,0,0,22.173333333333336,0.0,27.53333333333333,0.0,1.0,1.0,0.0,0.3333333333333333,0,0,3,2.0,0.0,0.0,0.0,0.0,27,5,False,False,False,False,False,True,1.0,2.0,391.0,46.142857142857146,252.5
2020-05-28,63,17.952380952380953,27,5,21,4,0,0,3,20.0584126984127,0.1784126984126984,23.926984126984127,2.049206349206349,0.9523809523809523,0.9523809523809523,0.5079365079365079,1.2857142857142858,19,0,44,20.0,12.0,11.0,12.0,7.0,28,5,False,False,False,True,False,False,3.0,99.0,516.0,46.285714285714285,239.56666666666666
2020-05-29,53,16.67924528301887,30,4,15,2,2,2,2,20.130943396226417,0.12849056603773584,23.543396226415094,1.4603773584905662,0.9245283018867925,0.9245283018867925,0.49056603773584906,1.490566037735849,8,1,44,15.0,15.0,7.0,9.0,4.0,29,5,False,False,False,False,False,False,63.0,77.0,6.0,41.142857142857146,224.46666666666667
2020-05-30,27,19.037037037037038,11,2,7,2,1,0,1,20.530370370370374,0.1488888888888889,24.41111111111111,0.6851851851851852,0.9259259259259259,0.9259259259259259,0.3333333333333333,1.2962962962962963,5,0,22,8.0,2.0,6.0,7.0,2.0,30,5,False,True,False,False,False,False,53.0,81.0,647.0,37.714285714285715,226.03333333333333
2020-05-31,14,12.142857142857142,8,1,3,2,0,0,0,20.580000000000002,0.105,24.97142857142857,0.8642857142857142,1.0,1.0,0.2857142857142857,1.1428571428571428,3,0,11,4.0,2.0,3.0,3.0,0.0,31,5,False,False,True,False,False,False,27.0,19.0,599.0,30.0,205.36666666666667
2020-06-01,28,14.678571428571429,12,0,10,1,0,0,4,19.568571428571428,0.18178571428571427,23.50714285714286,1.9321428571428572,0.8571428571428571,0.8928571428571429,0.6428571428571429,1.6785714285714286,6,0,22,7.0,3.0,7.0,4.0,6.0,1,6,True,False,False,False,False,False,14.0,44.0,789.0,29.285714285714285,185.86666666666667
2020-06-02,349,18.5243553008596,144,32,109,24,8,3,20,20.045329512893982,0.14240687679083094,23.900573065902577,1.8659025787965617,0.9484240687679083,0.9484240687679083,0.47277936962750716,1.3037249283667622,84,0,265,89.0,76.0,63.0,59.0,43.0,2,6,False,False,False,False,True,False,28.0,1.0,594.0,27.0,160.5
2020-06-03,213,17.55399061032864,74,15,67,17,5,4,8,20.19173708920188,0.21375586854460094,24.034272300469485,2.111737089201878,0.9530516431924883,0.9530516431924883,0.5821596244131455,1.3380281690140845,59,0,154,52.0,30.0,56.0,41.0,23.0,3,6,False,False,False,False,False,True,349.0,3.0,484.0,76.71428571428571,152.33333333333334
2020-06-04,265,16.88679245283019,115,16,76,12,4,3,16,20.20588679245283,0.1580754716981132,24.152075471698115,1.7611320754716981,0.9245283018867925,0.9245283018867925,0.4641509433962264,1.3622641509433961,63,0,202,55.0,53.0,56.0,58.0,24.0,4,6,False,False,False,True,False,False,213.0,63.0,7.0,106.71428571428571,143.3
2020-06-05,88,15.840909090909092,44,7,29,5,3,1,5,20.724545454545453,0.1756818181818182,24.48409090909091,2.2295454545454545,0.9318181818181818,0.9318181818181818,0.5568181818181818,1.1477272727272727,23,1,64,26.0,23.0,12.0,13.0,8.0,5,6,False,False,False,False,False,False,265.0,53.0,2.0,135.57142857142858,151.9
2020-06-06,145,16.627586206896552,64,12,49,9,4,3,6,19.72655172413793,0.19413793103448274,23.24206896551724,2.021379310344827,0.9379310344827586,0.9379310344827586,0.5172413793103449,1.4827586206896552,45,0,100,38.0,33.0,26.0,24.0,16.0,6,6,False,True,False,False,False,False,88.0,27.0,567.0,140.57142857142858,154.76666666666668
2020-06-07,5,28.8,0,2,2,1,0,0,0,19.0,0.028000000000000004,22.4,0.52,1.0,1.0,0.2,1.2,2,0,3,1.0,1.0,1.0,1.0,0.0,7,6,False,False,True,False,False,False,145.0,14.0,400.0,157.42857142857142,140.7
2020-06-08,13,22.53846153846154,8,2,3,2,0,0,1,19.165384615384617,0.03076923076923077,24.407692307692308,0.5461538461538461,0.9230769230769231,0.9230769230769231,0.07692307692307693,1.2307692307692308,4,0,9,3.0,2.0,4.0,1.0,2.0,8,6,True,False,False,False,False,False,5.0,28.0,462.0,156.14285714285714,127.53333333333333
2020-06-09,503,18.089463220675945,215,39,154,34,17,10,23,20.40709741550696,0.18345924453280318,24.229423459244533,2.2278330019880714,0.9403578528827038,0.9383697813121272,0.6242544731610338,1.2544731610337971,133,2,368,137.0,98.0,91.0,96.0,58.0,9,6,False,False,False,False,True,False,13.0,349.0,360.0,154.0,112.56666666666666
2020-06-10,542,16.634686346863468,238,26,179,24,7,11,32,20.12171586715867,0.19411439114391144,23.866605166051663,2.099261992619926,0.933579335793358,0.933579335793358,0.5738007380073801,1.415129151291513,127,2,413,124.0,123.0,107.0,104.0,56.0,10,6,False,False,False,False,False,True,503.0,213.0,368.0,176.0,117.33333333333333
2020-06-11,629,18.02543720190779,275,49,202,42,18,16,31,20.41550079491256,0.18209856915739267,24.107949125596186,2.163751987281399,0.9395866454689984,0.9395866454689984,0.5786963434022258,1.2925278219395866,164,3,462,167.0,141.0,108.0,119.0,75.0,11,6,False,False,False,True,False,False,542.0,265.0,45.0,223.0,123.13333333333334
2020-06-12,390,17.476923076923075,179,30,120,21,10,8,16,20.198897435897436,0.16176923076923078,23.69102564102564,1.8379487179487177,0.9384615384615385,0.941025641025641,0.5051282051282051,1.353846153846154,93,0,297,110.0,84.0,83.0,65.0,29.0,12,6,False,False,False,False,False,False,629.0,88.0,10.0,275.0,142.6
2020-06-13,682,17.44281524926686,310,48,195,36,27,10,45,20.447492668621702,0.17983870967741936,24.084310850439884,2.2178885630498533,0.9486803519061584,0.9501466275659824,0.5777126099706745,1.3196480938416422,164,3,515,181.0,142.0,124.0,119.0,73.0,13,6,False,True,False,False,False,False,390.0,145.0,232.0,318.14285714285717,155.26666666666668
2020-06-14,16,10.5,13,0,7,0,0,0,0,20.841875,0.324375,25.61875,4.54375,0.875,0.875,0.9375,1.25,1,0,15,4.0,3.0,3.0,5.0,1.0,14,6,False,False,True,False,False,False,682.0,5.0,203.0,394.85714285714283,170.26666666666668
2020-06-15,7,24.0,3,1,4,1,0,0,0,20.577142857142857,0.06714285714285714,26.685714285714287,1.5285714285714287,1.0,1.0,0.5714285714285714,1.0,2,0,5,0.0,2.0,1.0,0.0,4.0,15,6,True,False,False,False,False,False,16.0,13.0,258.0,396.42857142857144,164.03333333333333
2020-06-16,237,17.90717299578059,102,15,78,12,3,3,16,20.403164556962025,0.16641350210970463,24.09535864978903,1.8130801687763713,0.9578059071729957,0.9578059071729957,0.5189873417721519,1.1983122362869199,61,1,175,60.0,52.0,33.0,49.0,30.0,16,6,False,False,False,False,True,False,7.0,503.0,147.0,395.57142857142856,155.66666666666666
2020-06-17,375,16.536,155,22,133,16,8,6,17,20.005226666666665,0.19269333333333336,23.60986666666667,1.9933333333333334,0.928,0.928,0.5253333333333333,1.4293333333333333,87,1,287,93.0,71.0,86.0,71.0,28.0,17,6,False,False,False,False,False,True,237.0,542.0,154.0,357.57142857142856,158.66666666666666
